A  	Element	Z  	N  	Energy  	JPi           	Mass Exc  	Unc  	T1/2 (txt)               	T1/2 (seconds)           	Abund.    	Unc     	Dec Mode	Branching (%) 
38 	Ca     	20 	18 	0.0000  	0+            	-22.0584  	3    	440 MS 12                	0.44                     	          	        	EC      	100.00      
39 	Ca     	20 	19 	0.0000  	3/2+          	-27.2827  	6    	859.6 MS 14              	0.86                     	          	        	EC      	100.00      
40 	Ca     	20 	20 	0.0000  	0+            	-34.846300	21   	3.0E+21 Y GT             	9.467E28                 	96.94%    	16      	2EC     	            
41 	Ca     	20 	21 	0.0000  	7/2-          	-35.13790 	14   	1.02E+5 Y 7              	3.219E12                 	          	        	EC      	100.00      
42 	Ca     	20 	22 	0.0000  	0+            	-38.54720 	15   	STABLE                   	infinity                 	0.647%    	23      	        	            
43 	Ca     	20 	23 	0.0000  	7/2-          	-38.40890 	23   	STABLE                   	infinity                 	0.135%    	10      	        	            
44 	Ca     	20 	24 	0.0000  	0+            	-41.4688  	3    	STABLE                   	infinity                 	2.09%     	11      	        	            
45 	Ca     	20 	25 	0.0000  	7/2-          	-40.8123  	4    	162.61 D 9               	1.405E7                  	          	        	B-      	100.00      
46 	Ca     	20 	26 	0.0000  	0+            	-43.1399  	22   	0.28E+16 Y GT            	8.836E22                 	0.004%    	3       	2B-     	            
47 	Ca     	20 	27 	0.0000  	7/2-          	-42.3450  	22   	4.536 D 3                	391910.4                 	          	        	B-      	100.00      
48 	Ca     	20 	28 	0.0000  	0+            	-44.2234  	22   	5.8E22 Y GT              	1.83E30                  	0.187%    	21      	2B-     	75.00       
49 	Ca     	20 	29 	0.0000  	3/2-          	-41.2986  	22   	8.718 M 6                	523.08                   	          	        	B-      	100.00      
50 	Ca     	20 	30 	0.0000  	0+            	-39.588   	3    	13.9 S 6                 	13.9                     	          	        	B-      	100.00      
51 	Ca     	20 	31 	0.0000  	(3/2-)        	-35.87    	9    	10.0 S 8                 	10                       	          	        	B-      	100.00      
51 	Ca     	20 	31 	0.0000  	(3/2-)        	-35.87    	9    	10.0 S 8                 	10                       	          	        	BN      	            
52 	Ca     	20 	32 	0.0000  	0+            	-32.5     	7    	4.6 S 3                  	4.6                      	          	        	B-      	100.00      
52 	Ca     	20 	32 	0.0000  	0+            	-32.5     	7    	4.6 S 3                  	4.6                      	          	        	BN      	<= 2.00     
53 	Ca     	20 	33 	0.0000  	(3/2-,5/2-)   	-27.5     	5    	90 MS 15                 	0.09                     	          	        	B-      	100.00      
53 	Ca     	20 	33 	0.0000  	(3/2-,5/2-)   	-27.5     	5    	90 MS 15                 	0.09                     	          	        	BN      	> 30.00     
54 	Ca     	20 	34 	0.0000  	0+            	-23.0     	7    	86 MS 7                  	0.086                    	          	        	B-      	100.00      
55 	Ca     	20 	35 	0.0000  	(5/2-)        	-17.0     	8    	22 MS 2                  	0.022                    	          	        	B-      	100.00      
55 	Ca     	20 	35 	0.0000  	(5/2-)        	-17.0     	8    	22 MS 2                  	0.022                    	          	        	BN      	            
56 	Ca     	20 	36 	0.0000  	0+            	-12.4     	9    	11 MS 2                  	0.011                    	          	        	B-      	            
56 	Ca     	20 	36 	0.0000  	0+            	-12.4     	9    	11 MS 2                  	0.011                    	          	        	BN      	?           
57 	Ca     	20 	37 	0.0000  	              	-5.2      	14   	620 NS GT                	6.2E-7                   	          	        	B-      	            
57 	Ca     	20 	37 	0.0000  	              	-5.2      	14   	620 NS GT                	6.2E-7                   	          	        	BN      	            
57 	Ca     	20 	37 	0.0000  	              	-5.2      	14   	620 NS GT                	6.2E-7                   	          	        	B2N     	            
58 	Ca     	20 	38 	0.0000  	0+            	0         	AP   	620 NS GT                	6.2E-7                   	          	        	B-      	            
58 	Ca     	20 	38 	0.0000  	0+            	0         	AP   	620 NS GT                	6.2E-7                   	          	        	BN      	            
36 	Sc     	21 	15 	0.0000  	              	15.5      	3    	                         	                         	          	        	P       	?           
37 	Sc     	21 	16 	0.0000  	              	3.6       	3    	                         	                         	          	        	P       	?           
38 	Sc     	21 	17 	0.0000  	              	-4.43     	20   	                         	                         	          	        	P       	            
39 	Sc     	21 	18 	0.0000  	(7/2-)        	-14.173   	24   	300 NS LT                	3.0000000000000004E-7    	          	        	P       	100.00      
40 	Sc     	21 	19 	0.0000  	4-            	-20.523   	3    	182.3 MS 7               	0.182                    	          	        	EP      	0.44        
40 	Sc     	21 	19 	0.0000  	4-            	-20.523   	3    	182.3 MS 7               	0.182                    	          	        	EA      	0.02        
40 	Sc     	21 	19 	0.0000  	4-            	-20.523   	3    	182.3 MS 7               	0.182                    	          	        	EC      	100.00      
41 	Sc     	21 	20 	0.0000  	7/2-          	-28.64240 	8    	596.3 MS 17              	0.596                    	          	        	EC      	100.00      
42 	Sc     	21 	21 	0.0000  	0+            	-32.12110 	17   	681.3 MS 7               	0.681                    	          	        	EC      	100.00      
43 	Sc     	21 	22 	0.0000  	7/2-          	-36.1881  	19   	3.891 H 12               	14007.6                  	          	        	EC      	100.00      
44 	Sc     	21 	23 	0.0000  	2+            	-37.8163  	18   	3.97 H 4                 	14292                    	          	        	EC      	100.00      
45 	Sc     	21 	24 	0.0000  	7/2-          	-41.0703  	6    	STABLE                   	infinity                 	100%      	        	        	            
46 	Sc     	21 	25 	0.0000  	4+            	-41.7596  	6    	83.79 D 4                	7239456.000000001        	          	        	B-      	100.00      
47 	Sc     	21 	26 	0.0000  	7/2-          	-44.3367  	19   	3.3492 D 6               	289370.88                	          	        	B-      	100.00      
48 	Sc     	21 	27 	0.0000  	6+            	-44.503   	5    	43.67 H 9                	157212                   	          	        	B-      	100.00      
49 	Sc     	21 	28 	0.0000  	7/2-          	-46.560   	3    	57.18 M 13               	3430.8                   	          	        	B-      	100.00      
50 	Sc     	21 	29 	0.0000  	5+            	-44.546   	15   	102.5 S 5                	102.5                    	          	        	B-      	100.00      
51 	Sc     	21 	30 	0.0000  	(7/2)-        	-43.227   	20   	12.4 S 1                 	12.4                     	          	        	B-      	100.00      
52 	Sc     	21 	31 	0.0000  	3(+)          	-40.36    	19   	8.2 S 2                  	8.2                      	          	        	B-      	100.00      
53 	Sc     	21 	32 	0.0000  	(7/2-)        	-37.5     	3    	2.4 S 6                  	2.4                      	          	        	B-      	100.00      
53 	Sc     	21 	32 	0.0000  	(7/2-)        	-37.5     	3    	2.4 S 6                  	2.4                      	          	        	BN      	?           
54 	Sc     	21 	33 	0.0000  	(3)+          	-33.7     	5    	526 MS 15                	0.526                    	          	        	B-      	100.00      
55 	Sc     	21 	34 	0.0000  	(7/2)-        	-29.6     	7    	96 MS 2                  	0.096                    	          	        	B-      	100.00      
55 	Sc     	21 	34 	0.0000  	(7/2)-        	-29.6     	7    	96 MS 2                  	0.096                    	          	        	BN      	17.00       
56 	Sc     	21 	35 	0.0000  	(1+)          	-24.5     	7    	26 MS 6                  	0.026                    	          	        	B-      	100.00      
56 	Sc     	21 	35 	0.0000  	(1+)          	-24.5     	7    	26 MS 6                  	0.026                    	          	        	BN      	?           
56 	Sc     	21 	35 	0.0000  	(5,6)+        	-24.5     	7    	75 MS 6                  	0.075                    	          	        	BN      	> 14.00     
56 	Sc     	21 	35 	0.0000  	(5,6)+        	-24.5     	7    	75 MS 6                  	0.075                    	          	        	B-      	100.00      
57 	Sc     	21 	36 	0.0000  	(7/2-)        	-20.1     	7    	22 MS 2                  	0.022                    	          	        	B-      	100.00      
57 	Sc     	21 	36 	0.0000  	(7/2-)        	-20.1     	7    	22 MS 2                  	0.022                    	          	        	BN      	            
58 	Sc     	21 	37 	0.0000  	              	-14.4     	8    	12 MS 5                  	0.012                    	          	        	B-      	100.00      
58 	Sc     	21 	37 	0.0000  	              	-14.4     	8    	12 MS 5                  	0.012                    	          	        	BN      	            
59 	Sc     	21 	38 	0.0000  	              	-9.6      	9    	360 NS GT                	3.6E-7                   	          	        	B-      	            
59 	Sc     	21 	38 	0.0000  	              	-9.6      	9    	360 NS GT                	3.6E-7                   	          	        	BN      	            
